,Date,比特币残差,黄金残差,预计黄金涨幅,预计比特币涨幅,黄金预测方差,比特币预测方差
1016,2019-06-24,20,2,4,33,12,324.9631932279672
1017,2019-06-25,37,2,2,-33,12,324.8315624149843
1018,2019-06-26,15,2,-2,6,12,324.7747286467431
1019,2019-06-27,55,2,-1,117,12,325.6118525108672
1020,2019-06-28,8,30,-4,132,12,327.353290624122
1021,2019-06-29,178,0,0,-264,0,332.50519648852185
1022,2019-06-30,108,0,0,36,0,335.63424858281394
1023,2019-07-01,71,18,-1,144,12,335.57809761082564
1024,2019-07-02,54,0,4,-67,12,336.28058123383613
1025,2019-07-03,25,173,0,-102,12,338.09460155814264
1026,2019-07-04,92,19,1,85,12,338.03918477726387
1027,2019-07-05,7,1,2,37,12,338.7474937269685
1028,2019-07-06,136,0,0,309,0,339.60790987943824
1029,2019-07-07,163,0,0,-233,0,339.4747877232464
1030,2019-07-08,64,3,1,100,12,339.47943526353913
1031,2019-07-09,0,2,-4,126,12,339.3258949693621
1032,2019-07-10,35,2,0,33,12,339.9497128983289
1033,2019-07-11,145,2,3,241,12,340.02030282442735
1034,2019-07-12,53,3,3,-6,12,340.256928922574
1035,2019-07-13,53,0,0,61,0,340.6519059268101
1036,2019-07-14,9,0,0,85,0,340.9224568919489
1037,2019-07-15,99,3,2,-115,12,341.17749754964956
1038,2019-07-16,15,2,-2,-124,12,343.13623946323236
1039,2019-07-17,128,2,0,153,12,343.9754926076094
1040,2019-07-18,123,2,0,-174,12,347.4358829404767
1041,2019-07-19,59,3,1,34,12,347.24466854159795
1042,2019-07-20,33,0,0,45,0,348.5264191698956
1043,2019-07-21,1,0,0,33,0,348.4907966919533
1044,2019-07-22,22,2,1,0,12,348.32343240536466
1045,2019-07-23,16,2,2,-31,12,348.1274990772119
1046,2019-07-24,18,2,-1,0,12,348.16051306261517
1047,2019-07-25,16,3,-3,22,12,348.2989682142186
1048,2019-07-26,0,3,0,19,12,348.13305116123513
1049,2019-07-27,8,0,0,5,0,347.9660670081112
1050,2019-07-28,5,0,0,-3,0,347.80629463665355
1051,2019-07-29,1,58,0,-10,12,347.86350087533776
1052,2019-07-30,17,1,2,25,12,347.70154263873405
1053,2019-07-31,0,29,1,22,12,347.5412415668164
1054,2019-08-01,12,3,0,0,12,347.3750016822289
1055,2019-08-02,7,318,0,22,12,347.53816650772853
1056,2019-08-03,7,0,0,87,0,347.50119440255634
1057,2019-08-04,15,0,0,2,0,347.34359334071024
1058,2019-08-05,1,2,-2,5,13,347.33440765463945
1059,2019-08-06,6,2,3,21,13,347.20974410100416
1060,2019-08-07,36,41,5,48,13,347.9506713913817
1061,2019-08-08,27,31,-2,27,13,347.9356721352024
1062,2019-08-09,41,1,-1,-114,13,348.1408895500011
1063,2019-08-10,81,0,0,177,0,347.984675140189
1064,2019-08-11,81,0,0,-100,0,347.84481312168924
1065,2019-08-12,11,7,-3,2,13,346.3599549936138
1066,2019-08-13,32,43,-2,117,13,348.05017999530213
1067,2019-08-14,73,10,2,-125,13,348.0040989537222
1068,2019-08-15,60,3,0,93,13,348.29287826367164
1069,2019-08-16,28,0,1,9,13,349.0071118255954
1070,2019-08-17,28,0,0,-87,0,348.969283328872
1071,2019-08-18,67,0,0,149,0,348.7885548888897
1072,2019-08-19,55,2,0,-93,13,347.0817123351335
1073,2019-08-20,6,2,0,-5,13,348.5804375938248
1074,2019-08-21,33,2,-1,74,13,348.86564821332007
1075,2019-08-22,33,0,0,-32,13,348.79661132146856
1076,2019-08-23,51,2,3,83,13,349.0575370590679
1077,2019-08-24,22,0,0,7,0,348.96771230393955
1078,2019-08-25,28,0,0,58,0,348.8745598471289
1079,2019-08-26,44,0,0,108,0,348.92530476933115
1080,2019-08-27,54,2,0,-74,13,348.76205166804164
1081,2019-08-28,30,17,1,31,13,348.6718401836578
1082,2019-08-29,6,24,1,61,13,348.6079738598434
1083,2019-08-30,33,10,1,-46,13,348.7124263187168
1084,2019-08-31,8,0,0,5,0,348.59069219972775
1085,2019-09-01,15,0,0,35,0,348.4305875185906
1086,2019-09-02,10,7,-3,1,13,348.2688069842627
1087,2019-09-03,17,4,-2,6,13,348.0529375691607
1088,2019-09-04,36,3,-1,57,13,348.4494754894624
1089,2019-09-05,0,2,4,26,13,348.3299382257817
1090,2019-09-06,20,0,2,-19,13,348.17144711301734
1091,2019-09-07,8,0,0,9,0,348.01206246867406
1092,2019-09-08,6,0,0,7,0,347.92005069663475
1093,2019-09-09,2,0,-1,7,13,347.7985186564792
1094,2019-09-10,0,1,-3,11,13,347.6452276851668
1095,2019-09-11,6,2,1,-7,13,347.4445324627248
1096,2019-09-12,8,2,1,-5,13,347.39825162550807
1097,2019-09-13,8,1,3,14,13,347.2422915946226
1098,2019-09-14,0,0,0,31,0,347.1112043425731
1099,2019-09-15,23,0,0,-13,0,346.96140841262894
1100,2019-09-16,1,6,3,-12,13,346.80369536661374
1101,2019-09-17,4,2,2,14,13,346.5937701948868
1102,2019-09-18,5,6,-4,26,13,346.4945719465183
1103,2019-09-19,13,3,1,-1,13,346.3426295312465
1104,2019-09-20,4,55,1,-7,13,346.1852064945525
1105,2019-09-21,13,0,0,21,0,346.04249236600396
1106,2019-09-22,0,0,0,15,0,345.8991882253715
1107,2019-09-23,10,1,3,-9,13,345.8076407374912
1108,2019-09-24,6,6,0,7,13,345.6559546481509
1109,2019-09-25,15,8,0,-4,13,345.71369622424174
1110,2019-09-26,9,5,0,-44,13,347.268035631977
1111,2019-09-27,37,59,-1,24,13,347.116044942351
1112,2019-09-28,19,0,0,52,0,347.2591446201443
1113,2019-09-29,39,0,0,16,0,347.0892447775513
1114,2019-09-30,19,27,-1,56,13,346.89554158532775
1115,2019-10-01,30,47,-1,-43,13,346.8006388260577
1116,2019-10-02,21,1,3,29,13,346.6693120798969
1117,2019-10-03,0,2,3,31,13,346.53369735211044
1118,2019-10-04,23,8,3,-48,13,346.3738260261365
1119,2019-10-05,29,0,0,60,0,346.24283664899633
1120,2019-10-06,24,0,0,-20,0,346.07969183654075
1121,2019-10-07,2,24,3,-9,13,345.9212799269287
1122,2019-10-08,16,42,-3,54,13,345.87421555950624
1123,2019-10-09,27,27,-4,-45,13,345.89534916891733
1124,2019-10-10,24,23,1,44,13,345.73964618239415
1125,2019-10-11,9,34,1,4,13,345.75043848483057
1126,2019-10-12,7,0,0,-14,0,345.5988572213342
1127,2019-10-13,10,0,0,33,0,345.56049795603525
1128,2019-10-14,16,48,0,-21,13,345.41557065625494
1129,2019-10-15,11,7,-1,21,13,345.25651108538756
1130,2019-10-16,2,1,2,13,13,345.1005969963897
1131,2019-10-17,11,1,2,-16,13,344.99766006473385
1132,2019-10-18,5,4,0,23,13,343.7727769791147
1133,2019-10-19,7,0,0,-1,0,344.7243287282367
1134,2019-10-20,1,0,0,1,0,344.6041660874669
1135,2019-10-21,3,10,0,17,13,344.4513315470025
1136,2019-10-22,3,8,0,0,13,344.380239180766
1137,2019-10-23,3,26,0,15,13,344.24603757340066
1138,2019-10-24,7,14,0,-2,13,344.15320654768567
1139,2019-10-25,7,3,0,-5,13,344.3344212946304
1140,2019-10-26,2,0,0,8,0,344.1935920740271
1141,2019-10-27,31,0,0,110,0,345.8211574134272
1142,2019-10-28,60,7,1,9,13,345.9627332691047
1143,2019-10-29,57,5,0,-76,13,345.90663385998494
1144,2019-10-30,20,0,-1,-34,13,345.79658311342
1145,2019-10-31,66,2,-2,91,13,345.7251463880244
1146,2019-11-01,21,7,3,30,13,345.6788052983161
1147,2019-11-02,45,0,0,-50,0,345.5278733020521
1148,2019-11-03,13,0,0,-12,0,345.40527569892623
1149,2019-11-04,34,1,2,50,13,345.2552878299849
1150,2019-11-05,9,0,1,22,13,345.12690596086793
1151,2019-11-06,21,0,-3,-9,13,345.0492639196952
1152,2019-11-07,5,3,-1,-18,13,344.9224310718048
1153,2019-11-08,21,3,0,22,13,344.77209834937025
1154,2019-11-09,40,0,0,22,0,344.6330558026572
1155,2019-11-10,17,0,0,-23,0,344.7416563615357
1156,2019-11-11,13,39,4,6,13,344.5935200043445
1157,2019-11-12,17,0,0,42,13,344.50161132966866
1158,2019-11-13,22,6,1,-13,13,344.5468194002873
1159,2019-11-14,1,0,1,-8,13,344.4101221411764
1160,2019-11-15,13,1,2,15,13,344.2620092469563
1161,2019-11-16,2,0,0,14,0,344.1628891601946
1162,2019-11-17,7,0,0,-5,0,344.05011119522004
1163,2019-11-18,4,2,2,5,13,343.9036311068712
1164,2019-11-19,5,2,0,16,13,343.75468690082226
1165,2019-11-20,8,4,0,-10,13,343.7599698898379
1166,2019-11-21,6,4,0,2,13,343.6137089894403
1167,2019-11-22,9,11,0,18,13,343.4683292160065
1168,2019-11-23,10,0,0,-14,0,343.6588615371137
1169,2019-11-24,3,0,0,-13,0,343.6419933882177
1170,2019-11-25,22,3,0,29,13,343.4961557969797
1171,2019-11-26,8,3,0,0,13,343.6634758041124
1172,2019-11-27,1,9,0,8,13,343.5574733797219
1173,2019-11-28,1,10,0,7,13,343.40943688526215
1174,2019-11-29,3,5,1,22,13,343.3608992027637
1175,2019-11-30,14,0,0,-7,0,343.2302205960937
1176,2019-12-01,3,0,0,10,0,343.22656286668615
1177,2019-12-02,4,15,1,-2,13,343.1350473336647
1178,2019-12-03,0,19,1,-3,13,343.0155183271487
1179,2019-12-04,7,57,0,9,13,342.87289753929616
1180,2019-12-05,3,47,0,14,13,342.726904512602
1181,2019-12-06,7,9,0,-1,13,342.6039874094569
1182,2019-12-07,3,0,0,10,0,342.5159685452935
1183,2019-12-08,1,0,0,15,0,342.3893028220296
1184,2019-12-09,9,0,0,-2,0,342.2511829415389
1185,2019-12-10,0,0,0,-1,0,342.1064944754462
1186,2019-12-11,3,5,1,0,13,341.9978001568231
1187,2019-12-12,5,6,2,8,13,341.8742550328915
1188,2019-12-13,2,0,0,11,0,341.72947882537426
1189,2019-12-14,3,0,0,3,0,341.58604267270306
1190,2019-12-15,0,0,0,4,0,341.442311422336
1191,2019-12-16,3,0,0,-4,0,341.3427437944623
1192,2019-12-17,7,0,0,11,0,341.20008292907016
1193,2019-12-18,2,6,0,0,13,341.1256331120884
1194,2019-12-19,2,17,0,-10,13,341.08305754012775
1195,2019-12-20,24,0,0,50,0,341.50893549810627
1196,2019-12-21,21,0,0,1,0,341.4080828657538
1197,2019-12-22,17,0,0,-25,0,341.26370668271016
1198,2019-12-23,12,0,0,0,13,341.1190672830162
1199,2019-12-24,23,0,0,50,0,341.12148515400844
1200,2019-12-25,23,0,0,-3,0,341.0446309410172
1201,2019-12-26,16,0,0,-31,0,340.90551592282185
1202,2019-12-27,18,1,0,5,13,340.76300550901
1203,2019-12-28,18,0,0,36,0,340.62103223823954
1204,2019-12-29,16,0,0,8,0,340.4768324866296
1205,2019-12-30,20,0,0,-25,13,340.3409031615551
1206,2019-12-31,5,0,0,0,0,340.2040411170937
1207,2020-01-01,8,0,0,10,0,340.09938395938025
1208,2020-01-02,1,3,1,11,13,339.96086292321235
1209,2020-01-03,4,3,0,3,13,339.81939309625903
1210,2020-01-04,6,0,0,-12,0,339.7554314939901
1211,2020-01-05,17,0,0,30,0,339.79240561512194
1212,2020-01-06,6,2,-2,15,13,339.6514919099421
1213,2020-01-07,16,1,0,-13,13,339.5123551418921
1214,2020-01-08,9,2,0,16,13,339.60708494996294
1215,2020-01-09,4,2,-1,34,13,339.6541430351594
1216,2020-01-10,24,2,-3,-15,13,339.5492331654972
1217,2020-01-11,6,0,0,-28,0,339.4362439900872
1218,2020-01-12,32,0,0,44,0,339.50555150306036
1219,2020-01-13,6,2,0,19,13,339.4163953487779
1220,2020-01-14,18,2,0,-8,13,339.30191046002574
1221,2020-01-15,4,2,4,-14,13,339.16063163561614
1222,2020-01-16,36,2,0,56,13,339.6528926692885
1223,2020-01-17,8,2,1,40,13,339.5129849549239
1224,2020-01-18,19,0,0,-28,0,339.3829913267776
1225,2020-01-19,24,0,0,29,0,339.3146936186131
1226,2020-01-20,1,3,0,23,13,339.1727198574293
1227,2020-01-21,24,2,0,-25,13,339.102366314952
1228,2020-01-22,3,2,0,-1,13,338.9628174743665
1229,2020-01-23,15,2,0,30,13,338.8337685891458
1230,2020-01-24,11,3,0,0,13,338.7085809896895
1231,2020-01-25,18,0,0,-23,0,338.65969761560865
1232,2020-01-26,13,0,0,15,0,338.5251738227934
1233,2020-01-27,0,3,2,13,13,338.4080895753637
1234,2020-01-28,4,8,0,9,13,338.3284723363283
1235,2020-01-29,18,6,0,-12,13,338.20774609708684
1236,2020-01-30,12,2,0,28,13,338.4049614915719
1237,2020-01-31,17,0,-1,-7,13,338.2948108917983
1238,2020-02-01,4,0,0,0,0,338.2400571807377
1239,2020-02-02,5,0,0,31,0,338.12626076413625
1240,2020-02-03,17,3,0,-29,13,337.99129269943086
1241,2020-02-04,16,5,1,32,13,337.8565640386375
1242,2020-02-05,14,4,0,-5,13,337.7392877276991
1243,2020-02-06,2,3,-1,-9,13,337.6044759663361
1244,2020-02-07,28,3,0,54,13,337.7098578820657
1245,2020-02-08,14,0,0,-4,0,337.57847621821077
1246,2020-02-09,1,0,0,-7,0,337.4237358353291
1247,2020-02-10,16,3,3,42,13,337.3338126361596
1248,2020-02-11,10,3,3,-9,13,337.27334637679724
1249,2020-02-12,2,2,0,6,13,337.263808753219
1250,2020-02-13,18,2,-2,-3,13,333.94158256798505
1251,2020-02-14,3,3,-1,23,13,337.26453211325327
1252,2020-02-15,15,0,0,-19,0,337.14980397586294
1253,2020-02-16,10,0,0,-14,0,337.0312072008244
1254,2020-02-17,12,5,1,36,13,337.1512406840227
1255,2020-02-18,18,4,2,-19,13,337.0319794950965
1256,2020-02-19,5,4,0,13,13,336.9525918555085
1257,2020-02-20,3,4,0,19,13,336.84283496212316
1258,2020-02-21,0,4,0,18,13,337.3361584439068
1259,2020-02-22,11,0,0,-18,0,337.20505619848007
1260,2020-02-23,16,0,0,33,0,337.0788096638466
1261,2020-02-24,10,4,0,0,13,336.95322068140257
1262,2020-02-25,5,4,0,2,13,336.91698482679504
1263,2020-02-26,2,4,0,31,13,336.88697123011457
1264,2020-02-27,32,4,-4,-51,13,336.93840289903443
1265,2020-02-28,10,4,-5,23,13,337.0733260819347
1266,2020-02-29,6,0,0,1,0,336.9412528703352
1267,2020-03-01,4,0,0,-4,0,336.83403497103683
1268,2020-03-02,0,4,2,11,13,336.75485805940275
1269,2020-03-03,5,4,2,7,13,336.7674978184193
1270,2020-03-04,4,4,0,23,13,336.6372822843153
1271,2020-03-05,17,4,5,-22,13,336.5553377685426
1272,2020-03-06,11,4,3,18,13,336.4266957901842
1273,2020-03-07,7,0,0,25,0,336.4101633800852
1274,2020-03-08,7,0,0,-6,0,336.27772135738184
1275,2020-03-09,2,4,0,4,13,336.21155419841784
1276,2020-03-10,27,4,-4,-26,13,336.8633316754912
1277,2020-03-11,0,4,-4,-11,13,335.20733808055576
1278,2020-03-12,16,4,-4,47,13,336.6134584755547
1279,2020-03-13,23,4,1,-35,13,336.47831482399306
1280,2020-03-14,28,0,0,-15,0,347.6266520623493
1281,2020-03-15,33,0,0,39,0,348.41913807273454
1282,2020-03-16,12,4,0,59,13,348.60175052833154
1283,2020-03-17,20,4,1,26,13,348.4665589829187
1284,2020-03-18,33,4,8,49,13,348.3572112869241
1285,2020-03-19,18,4,5,58,13,348.35508582849513
1286,2020-03-20,31,4,10,-92,13,348.2315555228504
1287,2020-03-21,44,0,0,142,0,346.6361640628808
1288,2020-03-22,27,0,0,-45,0,346.48566120458537
1289,2020-03-23,3,4,-7,-48,13,348.5206600496049
1290,2020-03-24,20,4,4,105,13,346.33205937172073
1291,2020-03-25,44,4,3,-89,13,348.9260001974534
1292,2020-03-26,29,4,6,87,13,346.56960362365646
1293,2020-03-27,14,4,-4,-9,13,346.46014111122696
1294,2020-03-28,12,0,0,-50,0,348.6185160794856
1295,2020-03-29,32,0,0,84,0,348.62275465773706
1296,2020-03-30,49,4,-11,-77,13,348.5049823083647
1297,2020-03-31,22,4,-5,28,13,348.4822919576292
1298,2020-04-01,12,4,-3,33,13,348.63688370999955
1299,2020-04-02,15,4,4,-20,13,348.4958313826883
1300,2020-04-03,13,4,1,16,13,348.39142998205034
1301,2020-04-04,5,0,0,25,0,348.29056038851206
1302,2020-04-05,16,0,0,-25,0,348.1622782012272
1303,2020-04-06,16,4,4,24,13,348.04665412775284
1304,2020-04-07,5,4,3,10,13,347.91520908970966
1305,2020-04-08,4,4,-2,-11,13,348.13063318421297
1306,2020-04-09,16,4,-1,53,13,347.99483671318035
1307,2020-04-10,27,0,0,-49,0,347.90691107284897
1308,2020-04-11,24,0,0,43,0,347.77470481382994
1309,2020-04-12,0,0,0,-1,0,347.83345500203376
1310,2020-04-13,5,0,0,15,0,347.70226845286453
1311,2020-04-14,3,4,-5,2,13,347.57266522082875
1312,2020-04-15,35,4,2,-47,13,347.45851053750175
1313,2020-04-16,5,4,3,12,13,347.32075171064696
1314,2020-04-17,0,4,-1,29,13,347.263398559014
1315,2020-04-18,5,0,0,6,0,347.35985849695317
1316,2020-04-19,2,0,0,14,0,347.2373048659877
1317,2020-04-20,4,4,-9,-1,13,347.14283444123424
1318,2020-04-21,0,4,-2,2,13,347.02027657978556
1319,2020-04-22,2,4,-1,11,13,346.9777092547806
1320,2020-04-23,4,4,9,-1,13,346.8469968693506
1321,2020-04-24,3,4,4,8,13,346.8136864297478
1322,2020-04-25,5,0,0,18,0,346.76940899066796
1323,2020-04-26,7,0,0,-3,0,346.63716666030683
1324,2020-04-27,1,4,3,2,13,346.50886794333974
1325,2020-04-28,5,4,-6,17,13,346.4095612615946
1326,2020-04-29,5,4,-5,0,13,346.28689047838793
1327,2020-04-30,0,4,0,-1,13,346.1551948079882
1328,2020-05-01,23,4,4,16,13,347.2271041505562
1329,2020-05-02,9,0,0,55,0,347.12820239251937
1330,2020-05-03,34,0,0,-72,0,347.03340486588695
1331,2020-05-04,46,4,6,79,13,346.97564789644764
1332,2020-05-05,28,4,0,-14,13,346.8451027389676
1333,2020-05-06,8,4,0,-34,13,346.71317862446074
1334,2020-05-07,19,4,0,79,13,344.3398582197546
1335,2020-05-08,17,0,0,-41,0,344.2025198116841
1336,2020-05-09,36,0,0,33,0,347.12020298144347
1337,2020-05-10,6,0,0,62,0,347.0396121025605
1338,2020-05-11,55,4,-1,-104,13,347.000590214158
1339,2020-05-12,7,4,1,-12,13,347.33948230953854
1340,2020-05-13,10,4,1,19,13,347.2113128359506
1341,2020-05-14,2,4,0,15,13,347.11674013474203
1342,2020-05-15,16,4,0,39,13,347.19159358291813
1343,2020-05-16,2,0,0,9,0,347.2297978328276
1344,2020-05-17,3,0,0,6,0,347.4128088005593
1345,2020-05-18,7,4,1,-15,13,347.2877583963912
1346,2020-05-19,18,4,0,48,13,347.8266257200665
1347,2020-05-20,3,4,-2,27,13,347.1486582588642
1348,2020-05-21,26,4,0,-49,13,347.03813869863455
1349,2020-05-22,5,4,0,7,13,346.9534959273632
1350,2020-05-23,1,0,0,29,0,347.06061538531856
1351,2020-05-24,29,0,0,-51,0,346.9544861558301
1352,2020-05-25,28,0,0,31,0,346.82281684505017
1353,2020-05-26,2,4,0,16,13,347.4164554779964
1354,2020-05-27,18,4,0,-27,13,346.8774874137685
1355,2020-05-28,15,4,2,17,13,346.75493891776483
1356,2020-05-29,0,4,-1,11,13,346.73235674770456
1357,2020-05-30,0,0,0,10,0,346.71975008211297
1358,2020-05-31,3,0,0,2,0,346.62622111518544
1359,2020-06-01,3,4,3,8,13,346.57855504538395
1360,2020-06-02,8,4,4,-20,13,346.6089525057101
1361,2020-06-03,3,4,0,7,13,346.94649642922724
1362,2020-06-04,33,4,-2,55,13,347.2933234758833
1363,2020-06-05,17,4,-3,-11,13,347.2915699657991
1364,2020-06-06,23,0,0,-46,0,347.1033115419742
1365,2020-06-07,17,0,0,23,0,347.03285581117746
1366,2020-06-08,10,4,-1,7,13,347.27906059047183
1367,2020-06-09,0,4,5,10,13,346.79698073485145
1368,2020-06-10,27,4,4,54,13,346.70329205839715
1369,2020-06-11,20,4,5,-3,13,346.57202011788917
1370,2020-06-12,20,4,0,-33,13,346.4294257228273
1371,2020-06-13,16,0,0,17,0,346.7096878741876
1372,2020-06-14,5,0,0,-9,0,346.6183456116403
1373,2020-06-15,21,4,-3,-22,13,346.49594511083814
1374,2020-06-16,18,4,-3,20,13,346.5720013524021
1375,2020-06-17,2,4,-2,2,13,346.30058318426023
1376,2020-06-18,18,4,1,-10,13,346.18856841409246
1377,2020-06-19,4,4,5,-12,13,346.07427793550727
1378,2020-06-20,14,0,0,27,0,345.95232308988136
1379,2020-06-21,6,0,0,11,0,345.8314116336873
1380,2020-06-22,1,4,1,-7,13,345.7711792002206
1381,2020-06-23,11,4,0,23,13,345.6677578506631
1382,2020-06-24,5,4,0,7,13,345.7120184689704
1383,2020-06-25,2,4,-1,17,13,345.5097689767568
1384,2020-06-26,6,4,-3,-7,13,346.16903153235097
1385,2020-06-27,1,0,0,16,0,345.5807365988892
1386,2020-06-28,6,0,0,21,0,345.28815711154635
1387,2020-06-29,8,4,-2,-4,13,345.1977332689292
1388,2020-06-30,2,4,0,3,13,345.0930305965834
1389,2020-07-01,5,4,4,19,13,344.96908477526244
1390,2020-07-02,14,4,3,-12,13,344.86531027275004
1391,2020-07-03,0,4,-2,0,13,344.7401343629617
1392,2020-07-04,6,0,0,17,0,344.6411842905941
1393,2020-07-05,5,0,0,2,0,344.517617849109
1394,2020-07-06,1,4,-1,-1,13,344.39898917670797
1395,2020-07-07,6,4,-1,15,13,344.2788879495953
1396,2020-07-08,4,4,1,27,13,344.23096218227977
1397,2020-07-09,1,4,1,-2,13,344.1070285928264
1398,2020-07-10,11,4,0,9,13,344.0222953350371
1399,2020-07-11,5,0,0,2,0,343.9238314903993
1400,2020-07-12,7,0,0,-6,0,343.8015526786668
1401,2020-07-13,7,4,0,16,13,343.679236923455
1402,2020-07-14,2,4,-3,16,13,343.557811728364
1403,2020-07-15,7,4,0,-4,13,343.4382548076009
1404,2020-07-16,3,4,1,5,13,343.31522777376983
1405,2020-07-17,3,4,1,15,13,343.1972148300856
1406,2020-07-18,6,0,0,-2,0,343.079584544535
1407,2020-07-19,1,0,0,2,0,342.9573641184082
1408,2020-07-20,4,4,1,16,13,342.8349539963771
1409,2020-07-21,5,4,0,1,13,342.71298399044883
1410,2020-07-22,0,4,0,0,13,342.5941253476394
1411,2020-07-23,6,4,1,17,13,342.5228868303361
1412,2020-07-24,4,4,0,4,13,342.41871433190795
1413,2020-07-25,2,0,0,-3,0,342.29939027015655
1414,2020-07-26,6,0,0,15,0,342.180855106407
1415,2020-07-27,2,4,-1,8,13,342.08720360651375
1416,2020-07-28,4,4,0,0,13,342.02163358952487
1417,2020-07-29,23,4,-1,26,13,343.10949103572125
1418,2020-07-30,0,4,-2,8,13,343.03252291111545
1419,2020-07-31,10,4,-4,-22,13,342.93872910526983
1420,2020-08-01,16,0,0,31,0,342.82706160523486
1421,2020-08-02,5,0,0,10,0,342.65562466918266
1422,2020-08-03,3,4,0,-6,13,342.88765694295705
1423,2020-08-04,4,4,0,54,13,343.2620698299214
1424,2020-08-05,39,4,0,-84,13,343.17821333950616
1425,2020-08-06,50,4,0,93,13,343.05245911743845
