,Date,比特币残差,黄金残差,预计黄金涨幅,预计比特币涨幅,黄金预测方差,比特币预测方差
1426,2020-08-07,24,4,4,-21,13,343.1656852432628
1427,2020-08-08,4,0,0,0,0,343.0414274278731
1428,2020-08-09,9,0,0,42,0,342.9442973335931
1429,2020-08-10,21,4,0,-38,13,342.8599373671194
1430,2020-08-11,21,4,-10,44,13,342.73932920769056
1431,2020-08-12,4,4,-7,38,13,342.63969491854846
1432,2020-08-13,5,4,0,-6,13,340.77114895309103
1433,2020-08-14,23,4,2,38,13,342.66652352230494
1434,2020-08-15,9,0,0,31,0,342.59077432079135
1435,2020-08-16,14,0,0,-13,0,342.47587152530053
1436,2020-08-17,9,4,17,16,13,342.3595988326771
1437,2020-08-18,2,4,6,21,13,342.2452479569792
1438,2020-08-19,3,4,1,-9,13,342.24211015670664
1439,2020-08-20,6,4,-4,34,13,342.23173060433567
1440,2020-08-21,25,4,-6,-36,13,342.15899247611924
1441,2020-08-22,21,0,0,30,0,342.07173688831847
1442,2020-08-23,9,0,0,18,0,342.09503123755076
1443,2020-08-24,16,4,-8,-44,13,341.9919156949148
1444,2020-08-25,34,4,3,75,13,341.8722394406776
1445,2020-08-26,30,4,10,-35,13,341.7547386147894
1446,2020-08-27,2,4,5,3,13,341.83772516503285
1447,2020-08-28,4,4,-2,26,13,339.7579960063325
1448,2020-08-29,13,0,0,-8,0,341.6551333682096
1449,2020-08-30,7,0,0,5,0,341.5737603446178
1450,2020-08-31,7,0,0,36,0,341.45762444287055
1451,2020-09-01,15,4,0,-28,13,341.3820678102773
1452,2020-09-02,18,4,-1,41,13,341.26971227250294
1453,2020-09-03,8,4,3,-4,13,341.21994505223296
1454,2020-09-04,9,4,-4,0,13,341.38602096552205
1455,2020-09-05,31,0,0,-29,0,342.68678901794266
1456,2020-09-06,8,0,0,-12,0,342.7042199648626
1457,2020-09-07,20,4,-2,72,13,342.69531338605276
1458,2020-09-08,43,4,0,-79,13,342.5690382365062
1459,2020-09-09,43,4,3,67,13,342.4531811218239
1460,2020-09-10,20,4,3,5,13,342.4378499264802
1461,2020-09-11,9,4,2,-57,13,340.3838423983895
1462,2020-09-12,47,0,0,98,0,342.22984079742093
1463,2020-09-13,43,0,0,-51,0,342.1111230547941
1464,2020-09-14,15,4,2,4,13,341.99619463765197
1465,2020-09-15,15,4,-5,62,13,341.8884212533034
1466,2020-09-16,33,4,-3,-66,13,341.8781431424666
1467,2020-09-17,21,4,0,74,13,339.853032803869
1468,2020-09-18,21,4,1,-9,13,341.67484273210255
1469,2020-09-19,5,0,0,-23,0,341.55809390148755
1470,2020-09-20,24,0,0,60,0,341.4397640941368
1471,2020-09-21,14,4,2,-36,13,339.4135403108731
1472,2020-09-22,13,4,-1,22,13,341.258049992467
1473,2020-09-23,6,4,1,9,13,339.4696266005749
1474,2020-09-24,13,4,-2,-37,13,341.27993008155266
1475,2020-09-25,25,4,4,64,13,341.2597128546894
1476,2020-09-26,12,0,0,-39,0,339.3792377570596
1477,2020-09-27,21,0,0,40,0,341.2158373091405
1478,2020-09-28,6,4,0,1,13,339.14959493305724
1479,2020-09-29,3,4,6,-15,13,339.0253753775093
1480,2020-09-30,7,4,1,41,13,338.92163967877366
1481,2020-10-01,17,4,2,-22,13,340.7568494451358
1482,2020-10-02,10,4,-1,21,13,340.6588180937875
1483,2020-10-03,5,0,0,10,0,340.5764436139781
1484,2020-10-04,9,0,0,-18,0,340.4633812524324
1485,2020-10-05,14,4,-1,34,13,340.348362162354
1486,2020-10-06,6,4,-1,-9,13,338.2920329792012
1487,2020-10-07,2,4,0,8,13,338.1902292342219
1488,2020-10-08,2,4,0,23,13,340.05914410433166
1489,2020-10-09,13,4,-1,-23,13,339.94978498967464
1490,2020-10-10,14,0,0,-27,0,339.8360009072387
1491,2020-10-11,22,0,0,48,0,338.15976227537845
1492,2020-10-12,22,4,0,-22,13,339.29551137044217
1493,2020-10-13,3,4,5,5,13,339.6142559899361
1494,2020-10-14,1,4,1,24,13,339.52058909218835
1495,2020-10-15,2,4,-5,8,13,339.4319464017145
1496,2020-10-16,1,4,-3,17,13,339.3196689772552
1497,2020-10-17,6,0,0,11,0,339.1931177294368
1498,2020-10-18,10,0,0,-17,0,339.1510646107983
1499,2020-10-19,11,4,3,31,13,339.001647207485
1500,2020-10-20,9,4,1,-4,13,338.94539801985445
1501,2020-10-21,2,4,3,7,13,338.713677165983
1502,2020-10-22,6,4,-1,-2,13,338.75784055098893
1503,2020-10-23,14,4,0,-19,13,339.4682935791495
1504,2020-10-24,13,0,0,45,0,339.2397863570721
1505,2020-10-25,13,0,0,-20,0,337.5747300625236
1506,2020-10-26,6,4,0,8,13,339.2000123978261
1507,2020-10-27,8,4,-1,44,13,338.95761575335007
1508,2020-10-28,26,4,2,-40,13,338.9517252969666
1509,2020-10-29,23,4,0,44,13,339.2620091242615
1510,2020-10-30,9,4,0,22,13,339.2939818307442
1511,2020-10-31,20,0,0,-49,0,339.2112151793651
1512,2020-11-01,35,0,0,86,0,339.1360105149762
1513,2020-11-02,39,4,-1,-43,13,339.0572259674207
1514,2020-11-03,11,4,5,11,13,338.9577571818473
1515,2020-11-04,8,4,2,53,13,338.8771154157489
1516,2020-11-05,35,4,1,-64,13,338.95462118442373
1517,2020-11-06,37,4,-2,79,13,338.86033164780764
1518,2020-11-07,24,0,0,-15,0,340.5425255815574
1519,2020-11-08,0,0,0,10,0,340.50341614384695
1520,2020-11-09,0,4,-1,32,13,340.9700196758043
1521,2020-11-10,21,4,0,-42,13,341.51099496643167
1522,2020-11-11,28,4,-6,78,13,341.3786863722282
1523,2020-11-12,35,4,-1,-39,13,341.2846247826697
1524,2020-11-13,11,4,8,13,13,341.39818602906274
1525,2020-11-14,17,0,0,72,0,341.62473074331956
1526,2020-11-15,40,0,0,-56,0,341.5109132275727
1527,2020-11-16,27,4,4,57,13,341.4231846437612
1528,2020-11-17,17,4,4,5,13,341.3125985253812
1529,2020-11-18,12,4,-3,-30,13,341.7894989518825
1530,2020-11-19,30,4,-3,91,13,342.4592266646263
1531,2020-11-20,42,4,-2,-42,13,342.3821115037903
1532,2020-11-21,9,0,0,10,0,342.25373153781845
1533,2020-11-22,48,0,0,57,0,343.1167692482371
1534,2020-11-23,6,4,0,53,13,343.0035101949276
1535,2020-11-24,17,4,3,-14,13,343.24272953722766
1536,2020-11-25,1,4,2,12,13,343.64531506413675
1537,2020-11-26,8,4,-3,29,13,343.3220199755485
1538,2020-11-27,6,4,3,5,13,343.44770519837255
1539,2020-11-28,65,0,0,-81,0,345.5770260118969
1540,2020-11-29,24,0,0,4,0,345.4727738802354
1541,2020-11-30,21,4,5,52,13,345.6367956358601
1542,2020-12-01,47,4,1,-73,13,345.5728369333739
1543,2020-12-02,70,4,0,86,13,347.5386072307985
1544,2020-12-03,18,4,4,63,13,348.3004623412231
1545,2020-12-04,32,4,4,-158,13,346.64315452994714
1546,2020-12-05,107,0,0,204,0,348.33229540587047
1547,2020-12-06,88,0,0,-81,0,348.8323718835876
1548,2020-12-07,5,4,-3,-61,13,348.9586420989121
1549,2020-12-08,77,4,-3,195,13,348.95299291253576
1550,2020-12-09,103,4,-2,-154,13,348.9410155367154
1551,2020-12-10,56,4,0,67,13,349.48243292968806
1552,2020-12-11,2,4,-2,58,13,349.4461214370509
1553,2020-12-12,48,0,0,-94,0,349.45980544185505
1554,2020-12-13,55,0,0,99,0,349.41676623391606
1555,2020-12-14,56,4,0,-60,13,349.8351067832899
1556,2020-12-15,6,4,2,0,13,349.8465534802051
1557,2020-12-16,20,0,0,68,0,349.7310307950837
1558,2020-12-17,34,4,2,-50,13,349.6394054841139
1559,2020-12-18,44,4,1,49,13,353.0242585701548
1560,2020-12-19,20,0,0,107,0,353.00626722182284
1561,2020-12-20,47,0,0,-63,0,354.67059172819035
1562,2020-12-21,19,4,0,-15,13,355.30365167071346
1563,2020-12-22,37,4,0,69,13,355.2096594698246
1564,2020-12-23,29,4,-5,-99,13,353.8853116751763
1565,2020-12-24,9,0,0,-40,0,356.7503671817663
1566,2020-12-25,40,0,0,55,0,356.94167769842744
1567,2020-12-26,30,0,0,45,0,356.98761217785125
1568,2020-12-27,15,0,0,-18,0,357.84113600880397
1569,2020-12-28,30,0,0,87,0,360.241733332176
1570,2020-12-29,39,4,0,-13,13,360.1728610914173
1571,2020-12-30,13,4,0,-16,13,360.75632713403127
1572,2020-12-31,27,0,0,46,0,360.7565246761401
1573,2021-01-01,17,0,0,41,0,360.4132612423843
1574,2021-01-02,12,0,0,73,0,362.4545117378348
1575,2021-01-03,35,0,0,-61,0,362.47948423136495
1576,2021-01-04,4343,4,3,249,13,366.7713951966734
1577,2021-01-05,5076,4,1,307,13,366.7292406165541
1578,2021-01-06,3926,4,3,205,13,367.98663306383764
1579,2021-01-07,6161,4,-1,283,13,372.46365652317945
1580,2021-01-08,8516,4,-8,446,13,375.5292422084677
1581,2021-01-09,3751,0,0,662,0,378.7844010843236
1582,2021-01-10,10596,0,0,690,0,379.36719723348136
1583,2021-01-11,9222,4,-3,597,13,380.22726488597897
1584,2021-01-12,7520,4,-1,240,13,385.12673095884736
1585,2021-01-13,138,4,3,-177,13,393.16021813213166
1586,2021-01-14,135,4,9,-165,13,394.0774666114084
1587,2021-01-15,336,4,5,434,13,403.7789426098675
1588,2021-01-16,86,0,0,265,0,404.7835518456239
1589,2021-01-17,288,0,0,-500,0,409.74344068276963
1590,2021-01-18,191,4,0,116,13,409.6638735344066
1591,2021-01-19,83,4,-5,231,13,409.5642782398029
1592,2021-01-20,92,4,0,-31,13,409.66335844353944
1593,2021-01-21,69,4,1,-165,13,409.9386022658213
1594,2021-01-22,94,4,4,96,13,409.8805067485364
1595,2021-01-23,182,0,0,-424,0,426.6658385533509
1596,2021-01-24,510,0,0,674,0,431.66835063657476
1597,2021-01-25,86,4,1,248,13,432.7883349603775
1598,2021-01-26,312,4,-2,-207,13,432.6845728923635
1599,2021-01-27,90,4,-2,-263,13,432.4203090007369
1600,2021-01-28,171,4,0,78,13,432.3382579649065
1601,2021-01-29,173,4,0,-194,13,436.1345083754054
1602,2021-01-30,59,0,0,-203,0,440.0401186716804
1603,2021-01-31,118,0,0,-115,0,443.0573009354956
1604,2021-02-01,9,4,2,-37,13,438.22818484703606
1605,2021-02-02,33,4,2,155,13,443.7678736480099
1606,2021-02-03,86,4,0,-155,13,443.6963284331183
1607,2021-02-04,125,4,-3,153,13,446.2562471456365
1608,2021-02-05,294,4,-1,-323,13,448.9852469997659
1609,2021-02-06,52,0,0,-191,0,449.3007558866338
1610,2021-02-07,238,0,0,424,0,450.4555467822759
1611,2021-02-08,169,4,2,134,13,450.963280798023
1612,2021-02-09,267,4,3,-423,13,450.97766157632566
1613,2021-02-10,571,4,9,393,13,486.2979489814527
1614,2021-02-11,928,4,0,-711,13,486.1164081410637
1615,2021-02-12,49,4,-4,-901,13,478.5321211178579
1616,2021-02-13,348,0,0,-82,0,489.39169102427536
1617,2021-02-14,228,0,0,-711,0,489.95916478784073
1618,2021-02-15,487,4,-5,1067,13,490.8381595856994
1619,2021-02-16,565,4,-1,-562,13,491.6357855987891
1620,2021-02-17,30,4,1,-322,13,492.19937254475167
1621,2021-02-18,318,4,4,1017,13,492.51596697986673
1622,2021-02-19,755,4,0,-1016,13,497.70833046876334
1623,2021-02-20,280,0,0,139,0,497.6714227002929
1624,2021-02-21,20023,0,0,494,0,506.3823680332017
1625,2021-02-22,20053,4,2,455,13,507.73630785286963
1626,2021-02-23,19751,4,2,520,13,507.00345126000695
1627,2021-02-24,18620,4,3,499,13,515.6538511181395
1628,2021-02-25,12723,4,-1,285,13,535.5831405570683
1629,2021-02-26,14470,4,-3,156,13,536.1326600378196
1630,2021-02-27,2132,0,0,-479,0,539.0003594748637
1631,2021-02-28,1863,0,0,-578,0,538.8753095003276
1632,2021-03-01,1486,4,-1,-634,13,538.8607061894537
1633,2021-03-02,1187,4,0,-711,13,538.7282162384201
1634,2021-03-03,8,4,2,-27,13,555.6983884191144
1635,2021-03-04,250,4,5,343,13,556.3113189080732
1636,2021-03-05,67,4,2,-66,13,559.0096674708562
1637,2021-03-06,271,0,0,-627,0,561.1819069165941
1638,2021-03-07,295,0,0,586,0,561.3430885319113
1639,2021-03-08,206,4,1,-257,13,561.1793604064042
1640,2021-03-09,97,4,0,-261,13,564.0173553487491
1641,2021-03-10,158,4,0,268,13,564.3162074742711
1642,2021-03-11,1,4,3,25,13,567.8027875621052
1643,2021-03-12,29,4,2,48,13,568.4554501131912
1644,2021-03-13,45,0,0,77,0,570.0299279462198
1645,2021-03-14,6,0,0,103,0,569.9582408678416
1646,2021-03-15,1723,4,-2,155,13,577.9935383768758
1647,2021-03-16,131,4,-2,314,13,579.9535107577777
1648,2021-03-17,176,4,-1,29,13,586.9054396015263
1649,2021-03-18,175,4,4,-399,13,587.4303961061727
1650,2021-03-19,18618,4,0,110,13,586.0028104873769
1651,2021-03-20,165,0,0,143,0,590.641807362542
1652,2021-03-21,119,0,0,43,0,590.5289569667372
1653,2021-03-22,106,4,0,60,13,590.3529894573282
1654,2021-03-23,33,4,0,67,13,590.451945438801
1655,2021-03-24,531,4,1,72,13,595.6831925944582
1656,2021-03-25,538,4,0,-116,13,595.5331582077716
1657,2021-03-26,682,4,0,-42,13,597.0817357649591
1658,2021-03-27,803,0,0,-136,0,597.5312212381214
1659,2021-03-28,293,0,0,-216,0,604.2071546193107
1660,2021-03-29,84,4,1,-344,13,604.3411607062585
1661,2021-03-30,299,4,0,446,13,604.2440706202202
1662,2021-03-31,174,4,-2,67,13,605.6505225806213
1663,2021-04-01,92,4,0,64,13,606.2041380346776
1664,2021-04-02,61,0,0,110,0,606.0227165649932
1665,2021-04-03,14,0,0,40,0,605.841832358866
1666,2021-04-04,205,0,0,-230,0,605.7920807528878
1667,2021-04-05,143,0,0,10,0,607.380895778419
1668,2021-04-06,161,4,4,445,13,607.7419950357754
1669,2021-04-07,277,4,7,-190,13,607.9464421321331
1670,2021-04-08,8,4,2,-188,13,608.3674133247077
1671,2021-04-09,421,4,-5,624,13,609.9313275086278
1672,2021-04-10,251,0,0,130,0,612.1959708604044
1673,2021-04-11,350,0,0,-688,0,612.0973434618975
1674,2021-04-12,246,4,-5,276,13,613.2369433394441
1675,2021-04-13,9,4,-1,284,13,613.0660271237103
1676,2021-04-14,264,4,0,-335,13,612.9076635779464
1677,2021-04-15,378,4,4,437,13,619.4068943204551
1678,2021-04-16,57,4,2,399,13,619.4641371865732
1679,2021-04-17,404,0,0,159,0,619.2056312518912
1680,2021-04-18,108,0,0,-268,0,620.4103299173082
1681,2021-04-19,220,4,0,325,13,621.28738952557
1682,2021-04-20,5,4,1,321,13,627.9616072455865
1683,2021-04-21,244,4,-2,-337,13,627.6577911531646
1684,2021-04-22,85,4,-1,-57,13,628.2266695533137
1685,2021-04-23,563,4,0,329,13,631.5840528737804
1686,2021-04-24,116,0,0,424,0,633.4598781969264
1687,2021-04-25,321,0,0,245,0,633.3634070867015
1688,2021-04-26,612,4,0,-80,13,633.6051839082968
1689,2021-04-27,577,4,-2,-376,13,633.8040494822901
1690,2021-04-28,131,4,0,-99,13,645.4276179843606
1691,2021-04-29,551,4,1,-37,13,645.7919496145083
1692,2021-04-30,607,4,2,311,13,645.6743170933751
1693,2021-05-01,259,0,0,462,0,646.427485834806
1694,2021-05-02,160,0,0,243,0,649.6622960947087
1695,2021-05-03,312,0,0,254,0,653.5092507684667
1696,2021-05-04,606,4,-1,-62,13,654.3054018406388
1697,2021-05-05,478,4,1,-328,13,654.2508001648313
1698,2021-05-06,156,4,2,-126,13,661.4211365130925
1699,2021-05-07,251,4,1,-187,13,668.7169144250398
1700,2021-05-08,396,0,0,164,0,668.7176222225556
1701,2021-05-09,605,0,0,395,0,668.6461907066291
1702,2021-05-10,179,4,-2,310,13,669.6996742314911
1703,2021-05-11,115,4,2,469,13,669.5277647597932
1704,2021-05-12,276,4,-3,-207,13,672.1212795349637
1705,2021-05-13,190,4,-2,260,13,672.0770957956554
1706,2021-05-14,437,4,-2,710,13,696.3985476303654
1707,2021-05-15,248,0,0,117,0,696.185183967737
1708,2021-05-16,343,0,0,-675,0,696.1366830987488
1709,2021-05-17,442,4,2,392,13,700.3494657556985
1710,2021-05-18,95,4,2,625,13,700.3338513819343
1711,2021-05-19,157,4,3,43,13,703.7331585481493
1712,2021-05-20,192,4,-1,-128,13,703.7674082076038
1713,2021-05-21,1404,4,-1,-13,13,716.7202496205024
1714,2021-05-22,759,0,0,-835,0,721.4470121597786
1715,2021-05-23,371,0,0,185,0,723.7442196654778
1716,2021-05-24,505,4,-3,-249,13,723.5154004546293
1717,2021-05-25,877,4,-2,30,13,725.608478706429
1718,2021-05-26,216,4,1,-688,13,731.3652554530653
1719,2021-05-27,450,4,2,235,13,731.1829600787487
1720,2021-05-28,327,4,1,90,13,731.1201887216961
1721,2021-05-29,162,0,0,236,0,731.2299044080711
1722,2021-05-30,373,0,0,245,0,734.5265026856936
1723,2021-05-31,721,0,0,-191,0,734.9685110651385
1724,2021-06-01,393,4,-1,-329,13,735.3704766516987
1725,2021-06-02,125,4,-2,-136,13,736.6356675752902
1726,2021-06-03,207,4,0,213,13,736.5268114875294
1727,2021-06-04,118,4,0,-42,13,736.5071781939373
1728,2021-06-05,353,0,0,-18,0,737.3501191266828
1729,2021-06-06,149,0,0,417,0,739.1873600388689
1730,2021-06-07,381,4,0,26,13,740.2012747881487
1731,2021-06-08,362,4,0,-195,13,740.0180955892687
1732,2021-06-09,366,4,5,121,13,741.4722521509256
1733,2021-06-10,476,4,-1,-221,13,741.2741300585726
1734,2021-06-11,114,4,0,-433,13,747.4828391178622
1735,2021-06-12,521,0,0,361,0,747.2814885846906
1736,2021-06-13,222,0,0,121,0,747.0760943538687
1737,2021-06-14,7,4,-2,263,13,748.3503084668334
1738,2021-06-15,69,4,0,-411,13,752.4628959455572
1739,2021-06-16,646,4,0,127,13,753.5469600281439
1740,2021-06-17,504,4,2,318,13,753.4066262966817
1741,2021-06-18,50,4,1,286,13,754.9958621226602
1742,2021-06-19,236,0,0,-51,0,754.8673841232996
1743,2021-06-20,346,0,0,119,0,756.625854486177
1744,2021-06-21,460,4,-2,-201,13,756.4486655162424
1745,2021-06-22,233,4,0,-126,13,756.2567966055145
1746,2021-06-23,451,4,10,274,13,761.4324624411463
1747,2021-06-24,632,4,5,-395,13,761.2901540275478
1748,2021-06-25,114,4,2,-240,13,762.0592400402043
1749,2021-06-26,211,0,0,-1,0,762.3631876039981
1750,2021-06-27,15,0,0,381,0,765.5869387526553
1751,2021-06-28,337,4,-3,-177,13,765.3811946308599
1752,2021-06-29,12,4,-3,-299,13,767.8200499728281
1753,2021-06-30,317,4,0,143,13,767.602463772591
1754,2021-07-01,283,4,0,21,13,767.885953554726
1755,2021-07-02,229,4,2,233,13,767.8740476073348
1756,2021-07-03,91,0,0,183,0,768.7727554800641
1757,2021-07-04,235,0,0,-112,0,768.5593133928669
1758,2021-07-05,48,4,5,-117,13,768.6878857138021
1759,2021-07-06,130,4,0,-4,13,768.6479865458124
1760,2021-07-07,45,4,-2,223,13,769.3327311385611
1761,2021-07-08,128,4,-1,-66,13,769.1391493957709
1762,2021-07-09,69,4,0,21,13,768.9497881613612
1763,2021-07-10,139,0,0,68,0,769.1049324201398
1764,2021-07-11,125,0,0,-144,0,769.1585116286694
1765,2021-07-12,15,4,-1,42,13,768.9460170486
1766,2021-07-13,38,4,1,-42,13,768.8788067082226
1767,2021-07-14,23,4,0,152,13,769.0470054947475
1768,2021-07-15,144,4,2,25,13,768.967358116973
1769,2021-07-16,144,4,2,-61,13,768.7527103751069
1770,2021-07-17,141,0,0,72,0,768.910893744911
1771,2021-07-18,220,0,0,-39,0,768.7548059004769
1772,2021-07-19,157,4,-1,-73,13,768.5453281895758
1773,2021-07-20,47,4,-2,-46,13,768.3673961069663
1774,2021-07-21,55,4,-1,100,13,768.4759547724841
1775,2021-07-22,220,4,0,50,13,768.7205826745359
1776,2021-07-23,89,4,1,-295,13,770.418334390199
1777,2021-07-24,232,0,0,62,0,770.2787280573257
1778,2021-07-25,273,0,0,4,0,770.5725557224255
1779,2021-07-26,330,4,0,97,13,770.5402374931314
1780,2021-07-27,328,4,2,65,13,770.6984328090365
1781,2021-07-28,441,4,0,11,13,771.7566330892481
1782,2021-07-29,658,4,0,85,13,773.1291242258596
1783,2021-07-30,660,4,0,276,13,773.0020393051191
1784,2021-07-31,399,0,0,256,0,772.8080642671741
1785,2021-08-01,402,0,0,-17,0,774.011003623523
1786,2021-08-02,374,4,1,262,13,773.8942375614541
1787,2021-08-03,183,4,0,127,13,775.0238822324318
1788,2021-08-04,342,4,-4,-31,13,775.1896248929584
1789,2021-08-05,364,4,0,-165,13,775.3496766966422
1790,2021-08-06,188,4,2,-278,13,776.1102518060693
1791,2021-08-07,194,0,0,-60,0,776.5907918688847
1792,2021-08-08,421,0,0,8,0,777.7864359123365
1793,2021-08-09,579,4,0,130,13,778.7230948321418
1794,2021-08-10,406,4,-3,347,13,778.8106380819603
1795,2021-08-11,302,4,1,-54,13,780.2710601437805
1796,2021-08-12,316,4,5,270,13,780.1985018271682
1797,2021-08-13,65,4,7,102,13,780.0083490605497
1798,2021-08-14,111,0,0,118,0,780.3907066620468
1799,2021-08-15,87,0,0,-327,0,784.099397943364
1800,2021-08-16,376,4,4,262,13,783.945607253109
1801,2021-08-17,133,4,-1,136,13,783.7671777962738
1802,2021-08-18,63,4,-2,136,13,784.0382480753874
1803,2021-08-19,285,4,-4,51,13,784.5466352053525
1804,2021-08-20,304,4,-1,-140,13,784.3284854885325
1805,2021-08-21,13,0,0,-206,0,785.6740019867551
1806,2021-08-22,443,0,0,-51,0,788.1637486389748
1807,2021-08-23,490,4,0,307,13,787.9876708329527
1808,2021-08-24,239,4,2,113,13,787.7734190233467
1809,2021-08-25,166,4,2,93,13,787.557897563016
1810,2021-08-26,52,4,1,201,13,788.5749236921048
1811,2021-08-27,138,4,-4,-168,13,788.717133272591
1812,2021-08-28,89,0,0,200,0,789.6562590607523
1813,2021-08-29,122,0,0,-272,0,790.6711243854685
1814,2021-08-30,162,0,0,125,0,790.4568547832074
1815,2021-08-31,55,0,0,70,0,790.2543731529673
1816,2021-09-01,116,0,0,170,0,791.1734309479909
1817,2021-09-02,256,0,0,-107,0,790.9557134506587
1818,2021-09-03,3,0,0,-164,0,791.8642831889733
1819,2021-09-04,216,0,0,85,0,791.7774431549847
1820,2021-09-05,212,0,0,50,0,791.6940046947499
1821,2021-09-06,180,0,0,125,0,791.4803237603801
1822,2021-09-07,221,0,0,-72,0,792.2615758228937
1823,2021-09-08,380,0,0,115,0,792.3662718427416
1824,2021-09-09,60,0,0,640,0,804.467080251427
1825,2021-09-10,696,0,0,-228,0,804.8564492931442
